"","sp_atlas","Accepted_SPNAME","HWI","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Range.Size","BL_name","BT_name","FP","Shapefile_name","sd_PC1","sd_PC2"
"377","Euphagus carolinus","Euphagus carolinus","28","59.57","Forest","2","3","Omnivore","Omnivore","Terrestrial","7275943.03","Euphagus carolinus","Euphagus carolinus",4.29110323346483,"Euphagus carolinus",1.11172509475793,0.879071886217682
"378","Eurystomus orientalis","Eurystomus orientalis","36.9","143.02","Woodland","2","3","Carnivore","Invertivore","Aerial","12922409.59","Eurystomus orientalis","Eurystomus orientalis",14.1916356882643,"Eurystomus orientalis",2.3710947353487,1.4917715097724
"379","Falcipennis canadensis","Falcipennis canadensis","34.9","473.65","Forest","1","1","Herbivore","Herbivore terrestrial","Terrestrial","6032495.4","Canachites canadensis","Dendragapus canadensis",5.93856923016454,NA,NA,NA
"380","Falcipennis canadensis","Falcipennis canadensis","34.9","473.65","Forest","1","1","Herbivore","Herbivore terrestrial","Terrestrial","6032495.4","Canachites franklinii","Dendragapus canadensis",5.93856923016454,NA,NA,NA
"381","Falco biarmicus","Falco biarmicus","50.6","606.09","Shrubland ","3","2","Carnivore","Vertivore","Aerial","17892923.9","Falco biarmicus","Falco biarmicus",5.51890887828242,"Falco biarmicus",1.07794867103122,1.38441095335735
"382","Falco cherrug","Falco cherrug","49.9","961.21","Grassland","3","3","Carnivore","Vertivore","Generalist","11514254.26","Falco cherrug","Falco cherrug",3.99593396989775,"Falco cherrug",0.702471857697227,0.992302809803507
"383","Falco columbarius","Falco columbarius","48.9","188.5","Woodland","3","3","Carnivore","Vertivore","Aerial","26326086.22","Falco columbarius","Falco columbarius",14.4538598054585,"Falco columbarius",1.23632817155337,1.04740867926426
"384","Falco eleonorae","Falco eleonorae","55","390","Coastal","3","3","Carnivore","Omnivore","Aerial","121952.48","Falco eleonorae","Falco eleonorae",5.01775995225281,"Falco eleonorae",0.275929456053349,0.680601526761079
"385","Falco naumanni","Falco naumanni","53.9","152.06","Grassland","3","3","Carnivore","Invertivore","Generalist","9560575.62","Falco naumanni","Falco naumanni",8.21225137023626,"Falco naumanni",0.958897135575099,1.08130452720907
"386","Falco peregrinus","Falco peregrinus","52.2","759.95","Grassland","3","2","Carnivore","Vertivore","Aerial","46153723.55","Falco peregrinus","Falco peregrinus",4.15086034418242,"Falco peregrinus",2.20782934459483,1.33938573167779
"387","Falco rusticolus","Falco rusticolus","47.5","1431.72","Grassland","3","3","Carnivore","Vertivore","Aerial","8809463.94","Falco rusticolus","Falco rusticolus",4.10035612284775,"Falco rusticolus",1.05516229143196,0.813706109079716
"388","Falco sparverius","Falco sparverius","43.7","114.61","Grassland","3","3","Carnivore","Omnivore","Insessorial","26638648.91","Falco sparverius","Falco sparverius",14.4538598054585,"Falco sparverius",1.95921348763836,1.04505577144031
"389","Falco subbuteo","Falco subbuteo","57.8","208.17","Woodland","3","3","Carnivore","Invertivore","Aerial","28255832.68","Falco subbuteo","Falco subbuteo",4.91823403025281,"Falco subbuteo",1.25097448841274,1.1225110145516
"390","Falco tinnunculus","Falco tinnunculus","51","183.21","Shrubland","3","3","Carnivore","Vertivore","Aerial","49037026.09","Falco tinnunculus","Falco tinnunculus",4.53406991461365,"Falco tinnunculus",1.70854165435737,1.39960631516613
"391","Falco vespertinus","Falco vespertinus","55.6","151.49","Grassland","3","3","Carnivore","Invertivore","Aerial","9360235.41","Falco vespertinus","Falco vespertinus",6.99601997407131,"Falco vespertinus",0.765205945995562,0.617260175020196
"392","Ficedula albicollis","Ficedula albicollis","31.9","12.69","Woodland","1","3","Carnivore","Invertivore","Insessorial","2473537.35","Ficedula albicollis","Ficedula albicollis",5.01732951929972,"Ficedula albicollis",0.546160209814904,0.362754319105215
"393","Ficedula hypoleuca","Ficedula hypoleuca","30.4","13.79","Forest","1","3","Carnivore","Invertivore","Insessorial","7339714.14","Ficedula hypoleuca","Ficedula hypoleuca",5.01732951929972,"Ficedula hypoleuca",0.86985089583634,0.769746193956087
"394","Ficedula narcissina","Ficedula narcissina","29.9","13.1","Forest","2","3","Carnivore","Invertivore","Insessorial","820488.13","Ficedula narcissina","Ficedula narcissina",7.54958065789964,"Ficedula narcissina",1.29744663752514,0.950165793785579
"395","Ficedula parva","Ficedula parva","25.3","10.8","Woodland","1","3","Carnivore","Invertivore","Insessorial","6006654.02","Ficedula parva","Ficedula parva",3.96847674751638,"Ficedula parva",0.551665176459917,0.496089073142101
"396","Ficedula semitorquata","Ficedula semitorquata","28.9","14.4","Woodland","2","3","Carnivore","Invertivore","Insessorial","613107.85","Ficedula semitorquata","Ficedula semitorquata",5.20623975024972,"Ficedula semitorquata",0.557390367135658,0.953843360878507
"397","Francolinus francolinus","Francolinus francolinus","21.5","452.07","Shrubland","3","1","Herbivore","Omnivore","Terrestrial","2982416.91","Francolinus francolinus","Francolinus francolinus",12.259083402197,"Francolinus francolinus",1.4292253721528,1.13424684156579
"398","Fratercula arctica","Fratercula arctica","51.6","593.01","Marine","3","3","Carnivore","Aquatic predator","Aquatic","1955692.47","Fratercula arctica","Fratercula arctica",7.60523761006936,"Fratercula arctica",1.26245457957899,0.496062498300498
"399","Fringilla coelebs","Fringilla coelebs","27.6","23.81","Forest","2","2","Omnivore","Invertivore","Generalist","13931193.45","Fringilla coelebs","Fringilla coelebs",14.5284683384507,"Fringilla coelebs",0.99710740598098,0.942918983968004
"400","Fringilla montifringilla","Fringilla montifringilla","32.5","23.19","Forest","1","3","Herbivore","Omnivore","Generalist","13666715.85","Fringilla montifringilla","Fringilla montifringilla",15.9932284574507,NA,NA,NA
"401","Fulica americana","Fulica americana","36.3","636.74","Wetland","3","2","Herbivore","Herbivore aquatic","Aquatic","10577872.82","Fulica americana","Fulica americana",6.38759274087986,"Fulica americana",1.60292332178466,1.01483720400197
"402","Fulica atra","Fulica atra","39.6","717.12","Wetland","3","1","Herbivore","Herbivore aquatic","Generalist","33490842.86","Fulica atra","Fulica atra",5.73749597237986,"Fulica atra",1.62197589603645,1.37475321077192
"403","Fulica cristata","Fulica cristata","36.1","826","Wetland","3","1","Herbivore","Herbivore aquatic","Aquatic","5291448.7","Fulica cristata","Fulica cristata",5.39170290207149,"Fulica cristata",0.891911464432363,1.0825066464566
"404","Fulmarus glacialis","Fulmarus glacialis","51.1","611.94","Marine","3","3","Carnivore","Aquatic predator","Aquatic","29451058.1","Fulmarus glacialis","Fulmarus glacialis",11.216619073804,"Fulmarus glacialis",1.49104995467939,0.617056035932258
"405","Galerida cristata","Galerida cristata","26.7","42.68","Grassland","3","1","Omnivore","Omnivore","Terrestrial","24389170.69","Galerida cristata","Galerida cristata",3.36934177973605,"Galerida cristata",1.10345219857697,1.58735593067374
"406","Galerida theklae","Galerida theklae","23.3","38.17","Shrubland","2","1","Omnivore","Omnivore","Terrestrial","2270448.11","Galerida theklae","Galerida theklae",4.61941594733605,"Galerida theklae",0.904264201048346,1.12821826433897
"407","Gallinago delicata","Gallinago delicata","46.5","112.94","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","11985774.53","Gallinago delicata",NA,NA,"Gallinago delicata",1.20894880383227,1.02826866048861
"408","Gallinago gallinago","Gallinago gallinago","44.3","112.94","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","32090897.74","Gallinago gallinago","Gallinago gallinago",9.32742171486829,"Gallinago gallinago",1.27201012535706,1.06021843626449
"409","Gallinago hardwickii","Gallinago hardwickii","48.4","151.31","Human Modified","3","3","Carnivore","Aquatic predator","Terrestrial","251911.82","Gallinago hardwickii","Gallinago hardwickii",6.54641466361829,"Gallinago hardwickii",0.993261824116092,0.657654855569888
"410","Gallinago media","Gallinago media","45","169.96","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","7813688.34","Gallinago media","Gallinago media",6.81082562761496,"Gallinago media",0.645333674770051,0.599805426433313
"411","Gallinago stenura","Gallinago stenura","46.5","113","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","8781511.92","Gallinago stenura","Gallinago stenura",5.40430636518163,"Gallinago stenura",0.620579143385921,0.926636700045695
"412","Gallinula chloropus","Gallinula chloropus","32.2","339.63","Wetland","3","1","Omnivore","Omnivore","Terrestrial","52285238.85","Gallinula chloropus","Gallinula chloropus",7.15522057823819,"Gallinula chloropus",1.93195232189631,1.5401722987236
"413","Gallirallus okinawae","Gallirallus okinawae","23.9","433","Forest","1","1","Carnivore","Invertivore","Terrestrial","594.31",NA,"Gallirallus okinawae",6.89329759810503,NA,NA,NA
"414","Garrulax canorus","Garrulax canorus","7","62.78","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","1868020.76","Garrulax canorus","Garrulax canorus",3.39311927123449,"Garrulax canorus",0.945890622914541,0.60940351576543
"415","Garrulax canorus","Garrulax canorus","7","62.78","Shrubland","2","1","Carnivore","Invertivore","Terrestrial","1868020.76","Garrulax canorus","Garrulax chrysopterus",4.18648378892156,"Garrulax canorus",0.945890622914541,0.60940351576543
"416","Garrulus glandarius","Garrulus glandarius","19.4","159.46","Forest","1","2","Omnivore","Omnivore","Insessorial","22919550.27","Garrulus glandarius","Garrulus glandarius",9.04177099284957,"Garrulus glandarius",1.11348766922815,1.21491007628347
"417","Garrulus lidthi","Garrulus lidthi","15.5","125","Forest","1","1","Omnivore","Omnivore","Insessorial","815.32","Garrulus lidthi","Garrulus lidthi",10.3001132613496,"Garrulus lidthi",0.479875361918372,0.0248489840025735
"418","Gavia arctica","Gavia arctica","50.8","2251.1","Wetland","3","3","Carnivore","Aquatic predator","Aquatic","18911193.89","Gavia arctica","Gavia arctica",30.7101960722527,"Gavia arctica",1.01770632641427,1.06931836583141
"419","Gavia immer","Gavia immer","49.3","4956.81","Wetland","3","3","Carnivore","Aquatic predator","Aquatic","9453280.12","Gavia immer","Gavia immer",18.5294994092527,"Gavia immer",1.25767160948979,1.05598115234963
"420","Gavia stellata","Gavia stellata","47.6","1486","Wetland","3","3","Carnivore","Aquatic predator","Aquatic","16657775.71","Gavia stellata","Gavia stellata",56.9593516947527,"Gavia stellata",1.23838442331205,0.950863308280207
"421","Gelochelidon nilotica","Gelochelidon nilotica","67","218.25","Coastal","3","3","Carnivore","Omnivore","Aerial","7524091.88","Gelochelidon nilotica","Sterna nilotica",9.28173138590301,NA,NA,NA
"422","Gelochelidon nilotica","Gelochelidon nilotica","67","218.25","Coastal","3","3","Carnivore","Omnivore","Aerial","7524091.88","Gelochelidon macrotarsa","Sterna nilotica",9.28173138590301,NA,NA,NA
"423","Geothlypis trichas","Geothlypis trichas","16.1","9.54","Wetland","1","3","Carnivore","Invertivore","Insessorial","12826786.25","Geothlypis trichas","Geothlypis trichas",1.53719693281086,"Geothlypis trichas",1.20924678875832,1.10007904015345
"424","Glareola maldivarum","Glareola maldivarum","59.2","75.2","Grassland","3","3","Carnivore","Invertivore","Aerial","6014195.65","Glareola maldivarum","Glareola maldivarum",7.65640588977939,"Glareola maldivarum",2.53320017501718,1.31449070960712
"425","Glareola nordmanni","Glareola nordmanni","61.4","97.19","Grassland","3","3","Carnivore","Invertivore","Aerial","2251795.82","Glareola nordmanni","Glareola nordmanni",5.58611138977939,"Glareola nordmanni",0.604696944302573,0.494707868899622
"426","Glareola pratincola","Glareola pratincola","60.7","84.9","Grassland","3","3","Carnivore","Invertivore","Aerial","5351786.34","Glareola pratincola","Glareola pratincola",5.25012659846272,"Glareola pratincola",1.4212227241506,1.34181550258811
"427","Glaucidium passerinum","Glaucidium passerinum","25.9","57.87","Forest","1","2","Carnivore","Vertivore","Insessorial","11366077.56","Glaucidium passerinum","Glaucidium passerinum",8.45325550176167,"Glaucidium passerinum",0.986882096165323,1.017117951756
"428","Gorsachius goisagi","Gorsachius goisagi","34.6","527","Riverine","2","3","Carnivore","Aquatic predator","Terrestrial","157988.97","Gorsachius goisagi","Gorsachius goisagi",9.91551808922041,"Gorsachius goisagi",0.78833078973877,0.789133878583656
"429","Grus grus","Grus grus","43","5499.99","Wetland","3","3","Herbivore","Omnivore","Terrestrial","15456101.32","Grus grus","Grus grus",5.92281309419789,"Grus grus",1.01882504550681,0.982769724859803
"430","Grus japonensis","Grus japonensis","41.1","8785.99","Wetland","3","3","Omnivore","Omnivore","Terrestrial","738171.22","Grus japonensis","Grus japonensis",7.58110656451456,"Grus japonensis",0.941962680817691,1.34719775400672
"431","Gulosus aristotelis",NA,"33.2","1764.34","Marine","3","1","Carnivore","Aquatic predator","Aquatic","230027.34",NA,NA,NA,NA,NA,NA
"432","Gypaetus barbatus","Gypaetus barbatus","49.5","5694.98","Rock","3","2","Scavenger","Scavenger","Terrestrial","8369572.33","Gypaetus barbatus","Gypaetus barbatus",23.3906051811601,"Gypaetus barbatus",1.44723792947878,1.00438597847825
"433","Gyps fulvus","Gyps fulvus","39.2","7435.99","Grassland","3","1","Scavenger","Scavenger","Terrestrial","3487541.03","Gyps fulvus","Gyps fulvus",4.05564104980851,"Gyps fulvus",0.781115136725092,1.3179809616749
"434","Haematopus ostralegus","Haematopus ostralegus","51.2","526","Coastal","3","1","Carnivore","Aquatic predator","Terrestrial","9505624.97","Haematopus ostralegus","Haematopus ostralegus",6.91430055363939,"Haematopus ostralegus",1.02404861937338,1.09111574059836
"435","Haematopus palliatus","Haematopus palliatus","48","601.45","Coastal","3","1","Carnivore","Aquatic predator","Terrestrial","1471742.97","Haematopus palliatus","Haematopus palliatus",8.06238680871677,"Haematopus palliatus",1.45356914771968,1.25089680723178
"436","Halcyon coromanda","Halcyon coromanda","22.4","77.5","Forest","1","3","Carnivore","Omnivore","Insessorial","2736822.53","Halcyon coromanda","Halcyon coromanda",7.96715885432703,"Halcyon coromanda",1.99297212187471,1.23813297086841
"437","Haliaeetus albicilla","Haliaeetus albicilla","38","4729.27","Rock","3","2","Carnivore","Aquatic predator","Aerial","17404346.92","Haliaeetus albicilla","Haliaeetus albicilla",6.55190042206789,"Haliaeetus albicilla",1.16826753534804,1.07327955754241
"438","Haliaeetus leucocephalus","Haliaeetus leucocephalus","41.4","4700.58","Wetland","3","3","Carnivore","Omnivore","Generalist","9351853.96","Haliaeetus leucocephalus","Haliaeetus leucocephalus",6.55190042206789,"Haliaeetus leucocephalus",1.35921143348515,1.01853782139863
"439","Helmitheros vermivorum","Helmitheros vermivorum","26.2","14.16","Forest","1","3","Carnivore","Invertivore","Insessorial","1754178.4","Helmitheros vermivorum","Helmitheros vermivorum",9.75582576331314,"Helmitheros vermivorum",0.624610639954002,0.606113419255854
"440","Hieraaetus pennatus","Hieraaetus pennatus","42","823.75","Forest","1","3","Carnivore","Vertivore","Generalist","6138248.03","Hieraaetus pennatus","Hieraaetus pennatus",4.63404459104739,"Hieraaetus pennatus",1.03044315022289,1.07425607507426
"441","Hierococcyx hyperythrus",NA,"36.6","79.7","Forest","1","1","Carnivore","Invertivore","Insessorial","2474869.28",NA,NA,NA,NA,NA,NA
"442","Himantopus himantopus","Himantopus himantopus","52.2","176.82","Wetland","3","2","Carnivore","Aquatic predator","Terrestrial","30584240.92","Himantopus himantopus","Himantopus himantopus",10.0177401281617,"Himantopus himantopus",1.90195166997958,1.44078555938773
"443","Hippolais icterina","Hippolais icterina","30.8","13.2","Woodland","1","3","Carnivore","Invertivore","Insessorial","6330920.54","Hippolais icterina","Hippolais icterina",6.07950314753819,"Hippolais icterina",0.757686727280844,0.66613156319128
"444","Hippolais olivetorum","Hippolais olivetorum","28.6","17.5","Human Modified","2","3","Carnivore","Invertivore","Insessorial","285772.62","Hippolais olivetorum","Hippolais olivetorum",5.20478607602152,"Hippolais olivetorum",0.522608090269265,0.921618948109999
"445","Hippolais polyglotta","Hippolais polyglotta","21.2","11","Woodland","2","3","Carnivore","Invertivore","Insessorial","1710837.05","Hippolais polyglotta","Hippolais polyglotta",6.07950314753819,"Hippolais polyglotta",0.462485634234975,0.960051880127651
